日期,河名,站名,水位,流量,含沙量
2023-03-25,黄河,兰州,1510.11,407,-
2023-03-25,黄河,下河沿,1229.42,700,-
2023-03-25,黄河,石嘴山,1085.38,627,-
2023-03-25,黄河,巴彦高勒,1049.05,504,-
2023-03-25,黄河,三湖河口,1016.43,455,-
2023-03-25,黄河,包头,1001.77,512,-
2023-03-25,黄河,头道拐,986.68,624,-
2023-03-25,黄河,万家寨蓄水量,969.24,(3.58)亿,-
2023-03-25,黄河,万家寨上出库,-,640,-
2023-03-25,黄河,万家寨下,899.12,640,-
2023-03-25,黄河,府谷,806.97,531,-
2023-03-25,黄河,吴堡,635.38,206,-
2023-03-25,黄河,龙门,377.05,285,-
2023-03-25,汾河,河津,370.1,17,-
2023-03-25,北洛河,状头,360.74,8.92,-
2023-03-25,泾河,张家山,419.88,15.8,-
2023-03-25,渭河,咸阳,375.19,78.5,-
2023-03-25,渭河,华县(二),338.28,154,-
2023-03-25,黄河,潼关,325.78,683,-
2023-03-25,黄河,史家滩蓄水量,317.14,(5.51)亿,-
2023-03-25,黄河,三门峡,273.36,552,-
2023-03-25,黄河,小浪底上蓄水量,262.24,(61.4)亿,-
2023-03-25,黄河,小浪底,133.85,910,-
2023-03-25,伊河,东湾,-,-,-
2023-03-25,伊河,陆浑坝上蓄水量,313.47,(4.43)亿,-
2023-03-25,伊河,陆浑坝上出库,-,-,-
2023-03-25,伊河,龙门镇,146.99,6.17,-
2023-03-25,洛河,卢氏,-,-,-
2023-03-25,洛河,故县水库蓄水量,528.08,(5.21)亿,-
2023-03-25,洛河,故县水库出库,-,-,-
2023-03-25,洛河,长水（二）,377.4,2.57,-
2023-03-25,洛河,白马寺,112.64,13.8,-
2023-03-25,伊洛河,黑石关,107.35,31.4,-
2023-03-25,丹河,山路坪,-,-,-
2023-03-25,沁河,五龙口,140.98,21.5,-
2023-03-25,沁河,武陟,98.39,11.7,-
2023-03-25,黄河,花园口,88.77,755,-
2023-03-25,黄河,夹河滩,71.34,796,-
2023-03-25,黄河,高村,57.57,680,-
2023-03-25,黄河,孙口,42.62,654,-
2023-03-25,大汶河,戴村坝,-,-,-
2023-03-25,东平湖,东平湖老湖蓄水量,41.3,(5.02)亿,-
2023-03-25,大汶河,出湖闸,-,-,-
2023-03-25,黄河,艾山,35.52,596,-
2023-03-25,黄河,泺口,23.99,613,-
2023-03-25,黄河,利津,8.08,230,-
2023-03-26,黄河,唐乃亥,2670.82,253,-
2023-03-26,黄河,龙羊峡入库,-,266,-
2023-03-26,黄河,龙羊峡蓄水量,2581.24,(170)亿,-
2023-03-26,黄河,龙羊峡出库,-,405,-
2023-03-26,黄河,刘家峡入库,-,525,-
2023-03-26,黄河,刘家峡蓄水量,1733.99,(38.6)亿,-
2023-03-26,黄河,刘家峡出库,-,707,-
2023-03-26,黄河,兰州,1510.7,711,-
2023-03-26,黄河,下河沿,1229.41,695,-
2023-03-26,黄河,石嘴山,1085.46,663,-
2023-03-26,黄河,巴彦高勒,1049.29,589,-
2023-03-26,黄河,三湖河口,1016.46,476,-
2023-03-26,黄河,包头,1001.72,452,-
2023-03-26,黄河,头道拐,986.62,606,-
2023-03-26,黄河,万家寨蓄水量,969.83,(3.69)亿,-
2023-03-26,黄河,万家寨上出库,-,189,-
2023-03-26,黄河,万家寨下,898.17,189,-
2023-03-26,黄河,府谷,806.13,273,-
2023-03-26,黄河,吴堡,635.42,219,-
2023-03-26,黄河,龙门,376.9,212,-
2023-03-26,汾河,河津,369.91,13.1,-
2023-03-26,北洛河,状头,360.71,7.50,-
2023-03-26,泾河,张家山,419.81,12,-
2023-03-26,渭河,咸阳,375.14,75.6,-
2023-03-26,渭河,华县(二),338.21,141,-
2023-03-26,黄河,潼关,325.64,548,-
2023-03-26,黄河,史家滩蓄水量,317.3,(5.65)亿,-
2023-03-26,黄河,三门峡,273.35,548,-
2023-03-26,黄河,小浪底上蓄水量,262.1,(61.1)亿,-
2023-03-26,黄河,小浪底,133.85,910,-
2023-03-26,伊河,东湾,-,-,-
2023-03-26,伊河,陆浑坝上蓄水量,313.45,(4.43)亿,-
2023-03-26,伊河,陆浑坝上出库,-,-,-
2023-03-26,伊河,龙门镇,146.99,6.17,-
2023-03-26,洛河,卢氏,-,-,-
2023-03-26,洛河,故县水库蓄水量,528.13,(5.22)亿,-
2023-03-26,洛河,故县水库出库,-,-,-
2023-03-26,洛河,长水（二）,377.4,2.57,-
2023-03-26,洛河,白马寺,112.67,18.1,-
2023-03-26,伊洛河,黑石关,107.4,32.1,-
2023-03-26,丹河,山路坪,-,-,-
2023-03-26,沁河,五龙口,-,-,-
2023-03-26,沁河,武陟,98.4,12,-
2023-03-26,黄河,花园口,88.77,755,-
2023-03-26,黄河,夹河滩,71.27,728,-
2023-03-26,黄河,高村,57.56,675,-
2023-03-26,黄河,孙口,42.6,641,-
2023-03-26,大汶河,戴村坝,-,-,-
2023-03-26,东平湖,东平湖老湖蓄水量,41.3,(5.02)亿,-
2023-03-26,大汶河,出湖闸,-,-,-
2023-03-26,黄河,艾山,35.47,580,-
2023-03-26,黄河,泺口,23.93,581,-
2023-03-26,黄河,利津,8.31,265,-
2023-03-27,黄河,唐乃亥,2670.83,256,-
2023-03-27,黄河,龙羊峡入库,-,293,-
2023-03-27,黄河,龙羊峡蓄水量,2581.17,(170)亿,-
2023-03-27,黄河,龙羊峡出库,-,465,-
2023-03-27,黄河,刘家峡入库,-,610,-
2023-03-27,黄河,刘家峡蓄水量,1733.93,(38.5)亿,-
2023-03-27,黄河,刘家峡出库,-,686,-
2023-03-27,黄河,兰州,1510.37,529,-
2023-03-27,黄河,下河沿,1229.71,855,-
2023-03-27,黄河,石嘴山,1085.54,703,-
2023-03-27,黄河,巴彦高勒,1049.36,649,-
2023-03-27,黄河,三湖河口,1016.47,483,-
2023-03-27,黄河,包头,1001.7,446,-
2023-03-27,黄河,头道拐,986.65,615,-
2023-03-27,黄河,万家寨蓄水量,970.64,(3.85)亿,-
2023-03-27,黄河,万家寨上出库,-,192,-
2023-03-27,黄河,万家寨下,898.18,192,-
2023-03-27,黄河,府谷,806.24,300,-
2023-03-27,黄河,吴堡,635.64,299,-
2023-03-27,黄河,龙门,376.83,222,-
2023-03-27,汾河,河津,369.47,4.72,-
2023-03-27,北洛河,状头,360.78,11,-
2023-03-27,泾河,张家山,419.82,7.45,-
2023-03-27,渭河,咸阳,374.9,65,-
2023-03-27,渭河,华县(二),338.31,163,-
2023-03-27,黄河,潼关,325.55,469,-
2023-03-27,黄河,史家滩蓄水量,317.37,(5.72)亿,-
2023-03-27,黄河,三门峡,273.38,561,-
2023-03-27,黄河,小浪底上蓄水量,261.94,(60.8)亿,-
2023-03-27,黄河,小浪底,133.85,910,-
2023-03-27,伊河,东湾,-,-,-
2023-03-27,伊河,陆浑坝上蓄水量,313.5,(4.44)亿,-
2023-03-27,伊河,陆浑坝上出库,-,-,-
2023-03-27,伊河,龙门镇,146.98,5.72,-
2023-03-27,洛河,卢氏,-,-,-
2023-03-27,洛河,故县水库蓄水量,528.18,(5.23)亿,-
2023-03-27,洛河,故县水库出库,-,-,-
2023-03-27,洛河,长水（二）,377.4,2.57,-
2023-03-27,洛河,白马寺,112.69,21.7,-
2023-03-27,伊洛河,黑石关,107.45,32.9,-
2023-03-27,丹河,山路坪,-,-,-
2023-03-27,沁河,五龙口,-,-,-
2023-03-27,沁河,武陟,98.37,11.1,-
2023-03-27,黄河,花园口,88.78,797,-
2023-03-27,黄河,夹河滩,71.34,796,-
2023-03-27,黄河,高村,57.55,668,-
2023-03-27,黄河,孙口,42.57,623,-
2023-03-27,大汶河,戴村坝,-,-,-
2023-03-27,东平湖,东平湖老湖蓄水量,41.3,(5.02)亿,-
2023-03-27,大汶河,出湖闸,-,-,-
2023-03-27,黄河,艾山,35.44,570,-
2023-03-27,黄河,泺口,23.91,570,-
2023-03-27,黄河,利津,8.35,298,-
2023-03-28,黄河,唐乃亥,2670.82,253,-
2023-03-28,黄河,龙羊峡入库,-,278,-
2023-03-28,黄河,龙羊峡蓄水量,2581.12,(170)亿,-
2023-03-28,黄河,龙羊峡出库,-,519,-
2023-03-28,黄河,刘家峡入库,-,557,-
2023-03-28,黄河,刘家峡蓄水量,1733.85,(38.4)亿,-
2023-03-28,黄河,刘家峡出库,-,722,-
2023-03-28,黄河,兰州,1510.93,848,-
2023-03-28,黄河,下河沿,1229.7,849,-
2023-03-28,黄河,石嘴山,1085.56,711,-
2023-03-28,黄河,巴彦高勒,1049.43,697,-
2023-03-28,黄河,三湖河口,1016.64,618,-
2023-03-28,黄河,包头,1001.68,440,-
2023-03-28,黄河,头道拐,986.49,454,-
2023-03-28,黄河,万家寨蓄水量,971.33,(3.98)亿,-
2023-03-28,黄河,万家寨上出库,-,8,-
2023-03-28,黄河,万家寨下,897.28,8,-
2023-03-28,黄河,府谷,806.09,264,-
2023-03-28,黄河,吴堡,635.61,287,-
2023-03-28,黄河,龙门,377.21,391,-
2023-03-28,汾河,河津,369.65,8.04,-
2023-03-28,北洛河,状头,360.71,7.50,-
2023-03-28,泾河,张家山,419.8,6.98,-
2023-03-28,渭河,咸阳,375.17,77.5,-
2023-03-28,渭河,华县(二),338.31,163,-
2023-03-28,黄河,潼关,325.53,453,-
2023-03-28,黄河,史家滩蓄水量,317.23,(5.59)亿,-
2023-03-28,黄河,三门峡,272.54,231,-
2023-03-28,黄河,小浪底上蓄水量,261.84,(60.5)亿,-
2023-03-28,黄河,小浪底,133.76,856,-
2023-03-28,伊河,东湾,-,-,-
2023-03-28,伊河,陆浑坝上蓄水量,313.52,(4.45)亿,-
2023-03-28,伊河,陆浑坝上出库,-,-,-
2023-03-28,伊河,龙门镇,146.98,5.72,-
2023-03-28,洛河,卢氏,-,-,-
2023-03-28,洛河,故县水库蓄水量,528.21,(5.23)亿,-
2023-03-28,洛河,故县水库出库,-,-,-
2023-03-28,洛河,长水（二）,377.83,24.3,-
2023-03-28,洛河,白马寺,112.64,13.8,-
2023-03-28,伊洛河,黑石关,107.67,37,-
2023-03-28,丹河,山路坪,-,-,-
2023-03-28,沁河,五龙口,-,-,-
2023-03-28,沁河,武陟,98.38,11.4,-
2023-03-28,黄河,花园口,88.75,772,-
2023-03-28,黄河,夹河滩,71.34,796,-
2023-03-28,黄河,高村,57.57,680,-
2023-03-28,黄河,孙口,42.54,602,-
2023-03-28,大汶河,戴村坝,-,-,-
2023-03-28,东平湖,东平湖老湖蓄水量,41.29,(5.01)亿,-
2023-03-28,大汶河,出湖闸,-,-,-
2023-03-28,黄河,艾山,35.42,563,-
2023-03-28,黄河,泺口,23.87,499,-
2023-03-28,黄河,利津,8.32,293,-
2023-03-29,黄河,唐乃亥,2670.84,259,-
2023-03-29,黄河,龙羊峡入库,-,283,-
2023-03-29,黄河,龙羊峡蓄水量,2581.05,(170)亿,-
2023-03-29,黄河,龙羊峡出库,-,573,-
2023-03-29,黄河,刘家峡入库,-,600,-
2023-03-29,黄河,刘家峡蓄水量,1733.73,(38.3)亿,-
2023-03-29,黄河,刘家峡出库,-,750,-
2023-03-29,黄河,兰州,1511.02,904,-
2023-03-29,黄河,下河沿,1229.54,762,-
2023-03-29,黄河,石嘴山,1085.51,687,-
2023-03-29,黄河,巴彦高勒,1049.48,732,-
2023-03-29,黄河,三湖河口,1016.74,676,-
2023-03-29,黄河,包头,1001.89,543,-
2023-03-29,黄河,头道拐,986.49,454,-
2023-03-29,黄河,万家寨蓄水量,971.87,(4.09)亿,-
2023-03-29,黄河,万家寨上出库,-,80,-
2023-03-29,黄河,万家寨下,897.75,80,-
2023-03-29,黄河,府谷,806.27,309,-
2023-03-29,黄河,吴堡,635.73,335,-
2023-03-29,黄河,龙门,376.98,282,-
2023-03-29,汾河,河津,369.93,13.5,-
2023-03-29,北洛河,状头,360.69,6.62,-
2023-03-29,泾河,张家山,419.88,8.75,-
2023-03-29,渭河,咸阳,375.02,71.1,-
2023-03-29,渭河,华县(二),338.13,124,-
2023-03-29,黄河,潼关,325.49,417,-
2023-03-29,黄河,史家滩蓄水量,317.16,(5.53)亿,-
2023-03-29,黄河,三门峡,273.24,498,-
2023-03-29,黄河,小浪底上蓄水量,261.73,(60.3)亿,-
2023-03-29,黄河,小浪底,133.89,934,-
2023-03-29,伊河,东湾,-,-,-
2023-03-29,伊河,陆浑坝上蓄水量,313.53,(4.45)亿,-
2023-03-29,伊河,陆浑坝上出库,-,-,-
2023-03-29,伊河,龙门镇,146.98,5.72,-
2023-03-29,洛河,卢氏,-,-,-
2023-03-29,洛河,故县水库蓄水量,528.25,(5.24)亿,-
2023-03-29,洛河,故县水库出库,-,-,-
2023-03-29,洛河,长水（二）,377.4,2.57,-
2023-03-29,洛河,白马寺,112.79,40.7,-
2023-03-29,伊洛河,黑石关,107.76,39,-
2023-03-29,丹河,山路坪,-,-,-
2023-03-29,沁河,五龙口,-,-,-
2023-03-29,沁河,武陟,98.39,11.7,-
2023-03-29,黄河,花园口,88.75,772,-
2023-03-29,黄河,夹河滩,71.28,738,-
2023-03-29,黄河,高村,57.53,698,-
2023-03-29,黄河,孙口,42.54,602,-
2023-03-29,大汶河,戴村坝,-,-,-
2023-03-29,东平湖,东平湖老湖蓄水量,41.29,(5.01)亿,-
2023-03-29,大汶河,出湖闸,-,-,-
2023-03-29,黄河,艾山,35.44,570,-
2023-03-29,黄河,泺口,23.86,494,-
2023-03-29,黄河,利津,8.32,293,-
2023-03-30,黄河,唐乃亥,2670.89,274,-
2023-03-30,黄河,龙羊峡入库,-,302,-
2023-03-30,黄河,龙羊峡蓄水量,2581.01,(170)亿,-
2023-03-30,黄河,龙羊峡出库,-,465,-
2023-03-30,黄河,刘家峡入库,-,612,-
2023-03-30,黄河,刘家峡蓄水量,1733.65,(38.2)亿,-
2023-03-30,黄河,刘家峡出库,-,732,-
2023-03-30,黄河,兰州,1510.63,672,-
2023-03-30,黄河,下河沿,1229.75,878,-
2023-03-30,黄河,石嘴山,1085.56,728,-
2023-03-30,黄河,巴彦高勒,1049.49,739,-
2023-03-30,黄河,三湖河口,1016.8,730,-
2023-03-30,黄河,包头,1001.97,624,-
2023-03-30,黄河,头道拐,986.69,514,-
2023-03-30,黄河,万家寨蓄水量,972.14,(4.15)亿,-
2023-03-30,黄河,万家寨上出库,-,663,-
2023-03-30,黄河,万家寨下,899.16,663,-
2023-03-30,黄河,府谷,806.25,302,-
2023-03-30,黄河,吴堡,635.56,269,-
2023-03-30,黄河,龙门,376.97,279,-
2023-03-30,汾河,河津,370.04,15.7,-
2023-03-30,北洛河,状头,360.67,5.84,-
2023-03-30,泾河,张家山,419.88,8.75,-
2023-03-30,渭河,咸阳,374.96,67.7,-
2023-03-30,渭河,华县(二),338.28,157,-
2023-03-30,黄河,潼关,325.74,641,-
2023-03-30,黄河,史家滩蓄水量,317.15,(5.52)亿,-
2023-03-30,黄河,三门峡,272.22,145,-
2023-03-30,黄河,小浪底上蓄水量,261.62,(60.1)亿,-
2023-03-30,黄河,小浪底,133.37,622,-
2023-03-30,伊河,东湾,-,-,-
2023-03-30,伊河,陆浑坝上蓄水量,313.53,(4.45)亿,-
2023-03-30,伊河,陆浑坝上出库,-,-,-
2023-03-30,伊河,龙门镇,146.91,3.56,-
2023-03-30,洛河,卢氏,-,-,-
2023-03-30,洛河,故县水库蓄水量,528.29,(5.25)亿,-
2023-03-30,洛河,故县水库出库,-,-,-
2023-03-30,洛河,长水（二）,377.43,2.99,-
2023-03-30,洛河,白马寺,112.75,32.6,-
2023-03-30,伊洛河,黑石关,107.81,40.2,-
2023-03-30,丹河,山路坪,-,-,-
2023-03-30,沁河,五龙口,-,-,-
2023-03-30,沁河,武陟,98.41,12.3,-
2023-03-30,黄河,花园口,88.78,797,-
2023-03-30,黄河,夹河滩,71.28,738,-
2023-03-30,黄河,高村,57.55,711,-
2023-03-30,黄河,孙口,42.51,583,-
2023-03-30,大汶河,戴村坝,-,-,-
2023-03-30,东平湖,东平湖老湖蓄水量,41.28,(4.99)亿,-
2023-03-30,大汶河,出湖闸,-,-,-
2023-03-30,黄河,艾山,35.39,574,-
2023-03-30,黄河,泺口,23.85,490,-
2023-03-30,黄河,利津,8.31,291,-
2023-03-31,黄河,唐乃亥,2670.91,280,-
2023-03-31,黄河,龙羊峡入库,-,293,-
2023-03-31,黄河,龙羊峡蓄水量,2580.96,(169)亿,-
2023-03-31,黄河,龙羊峡出库,-,493,-
2023-03-31,黄河,刘家峡入库,-,625,-
2023-03-31,黄河,刘家峡蓄水量,1733.67,(38.2)亿,-
2023-03-31,黄河,刘家峡出库,-,715,-
2023-03-31,黄河,兰州,1510.62,666,-
2023-03-31,黄河,下河沿,1229.66,827,-
2023-03-31,黄河,石嘴山,1085.52,708,-
2023-03-31,黄河,巴彦高勒,1049.52,760,-
2023-03-31,黄河,三湖河口,1016.84,713,-
2023-03-31,黄河,包头,1002.02,644,-
2023-03-31,黄河,头道拐,986.79,620,-
2023-03-31,黄河,万家寨蓄水量,973.33,(4.40)亿,-
2023-03-31,黄河,万家寨上出库,-,186,-
2023-03-31,黄河,万家寨下,898.16,186,-
2023-03-31,黄河,府谷,806.57,391,-
2023-03-31,黄河,吴堡,635.71,332,-
2023-03-31,黄河,龙门,377.05,310,-
2023-03-31,汾河,河津,370.36,22.5,-
2023-03-31,北洛河,状头,360.69,6.62,-
2023-03-31,泾河,张家山,419.66,3.51,-
2023-03-31,渭河,咸阳,374.8,60.1,-
2023-03-31,渭河,华县(二),338.27,155,-
2023-03-31,黄河,潼关,325.64,490,-
2023-03-31,黄河,史家滩蓄水量,317.06,(5.44)亿,-
2023-03-31,黄河,三门峡,273.73,723,-
2023-03-31,黄河,小浪底上蓄水量,261.5,(59.8)亿,-
2023-03-31,黄河,小浪底,133.4,640,-
2023-03-31,伊河,东湾,-,-,-
2023-03-31,伊河,陆浑坝上蓄水量,313.54,(4.46)亿,-
2023-03-31,伊河,陆浑坝上出库,-,-,-
2023-03-31,伊河,龙门镇,146.97,5.35,-
2023-03-31,洛河,卢氏,-,-,-
2023-03-31,洛河,故县水库蓄水量,528.33,(5.26)亿,-
2023-03-31,洛河,故县水库出库,-,-,-
2023-03-31,洛河,长水（二）,377.43,2.99,-
2023-03-31,洛河,白马寺,113.59,33.6,-
2023-03-31,伊洛河,黑石关,107.7,37.7,-
2023-03-31,丹河,山路坪,-,-,-
2023-03-31,沁河,五龙口,-,-,-
2023-03-31,沁河,武陟,98.35,10.5,-
2023-03-31,黄河,花园口,88.81,824,-
2023-03-31,黄河,夹河滩,71.37,826,-
2023-03-31,黄河,高村,57.54,705,-
2023-03-31,黄河,孙口,42.5,650,-
2023-03-31,大汶河,戴村坝,-,-,-
2023-03-31,东平湖,东平湖老湖蓄水量,41.27,(4.97)亿,-
2023-03-31,大汶河,出湖闸,-,-,-
2023-03-31,黄河,艾山,35.4,577,-
2023-03-31,黄河,泺口,23.8,469,-
2023-03-31,黄河,利津,8.33,294,-
2023-04-01,黄河,唐乃亥,2670.9,277,-
2023-04-01,黄河,龙羊峡入库,-,307,-
2023-04-01,黄河,龙羊峡蓄水量,2580.9,(169)亿,-
2023-04-01,黄河,龙羊峡出库,-,519,-
2023-04-01,黄河,刘家峡入库,-,683,-
2023-04-01,黄河,刘家峡蓄水量,1733.62,(38.1)亿,-
2023-04-01,黄河,刘家峡出库,-,713,-
2023-04-01,黄河,兰州,1510.47,583,-
2023-04-01,黄河,下河沿,1229.47,725,-
2023-04-01,黄河,石嘴山,1085.57,732,-
2023-04-01,黄河,巴彦高勒,1049.43,678,-
2023-04-01,黄河,三湖河口,1016.9,760,-
2023-04-01,黄河,包头,1002.03,726,-
2023-04-01,黄河,头道拐,986.81,630,-
2023-04-01,黄河,万家寨蓄水量,974.52,(4.67)亿,-
2023-04-01,黄河,万家寨上出库,-,9,-
2023-04-01,黄河,万家寨下,897.29,9,-
2023-04-01,黄河,府谷,805.82,199,-
2023-04-01,黄河,吴堡,635.95,426,-
2023-04-01,黄河,龙门,376.89,251,-
2023-04-01,汾河,河津,370.11,17.2,-
2023-04-01,北洛河,状头,360.74,8.92,-
2023-04-01,泾河,张家山,419.94,10.5,-
2023-04-01,渭河,咸阳,374.66,54.3,-
2023-04-01,渭河,华县(二),337.88,79.5,-
2023-04-01,黄河,潼关,325.62,474,-
2023-04-01,黄河,史家滩蓄水量,316.94,(5.34)亿,-
2023-04-01,黄河,三门峡,273.16,463,-
2023-04-01,黄河,小浪底上蓄水量,261.44,(59.7)亿,-
2023-04-01,黄河,小浪底,133.89,934,-
2023-04-01,伊河,东湾,-,-,-
2023-04-01,伊河,陆浑坝上蓄水量,313.54,(4.46)亿,-
2023-04-01,伊河,陆浑坝上出库,-,-,-
2023-04-01,伊河,龙门镇,146.97,5.35,-
2023-04-01,洛河,卢氏,-,-,-
2023-04-01,洛河,故县水库蓄水量,528.38,(5.26)亿,-
2023-04-01,洛河,故县水库出库,-,-,-
2023-04-01,洛河,长水（二）,377.42,2.84,-
2023-04-01,洛河,白马寺,114,27.4,-
2023-04-01,伊洛河,黑石关,107.59,35.4,-
2023-04-01,丹河,山路坪,-,-,-
2023-04-01,沁河,五龙口,-,-,-
2023-04-01,沁河,武陟,98.35,10.5,-
2023-04-01,黄河,花园口,88.83,876,-
2023-04-01,黄河,夹河滩,71.37,826,-
2023-04-01,黄河,高村,57.58,727,-
2023-04-01,黄河,孙口,42.53,666,-
2023-04-01,大汶河,戴村坝,-,-,-
2023-04-01,东平湖,东平湖老湖蓄水量,41.26,(4.96)亿,-
2023-04-01,大汶河,出湖闸,-,-,-
2023-04-01,黄河,艾山,35.41,580,-
2023-04-01,黄河,泺口,23.81,473,-
2023-04-01,黄河,利津,8.32,293,-
2023-04-02,黄河,唐乃亥,2670.86,265,-
2023-04-02,黄河,龙羊峡入库,-,308,-
2023-04-02,黄河,龙羊峡蓄水量,2580.84,(169)亿,-
2023-04-02,黄河,龙羊峡出库,-,487,-
2023-04-02,黄河,刘家峡入库,-,221,-
2023-04-02,黄河,刘家峡蓄水量,1733.31,(37.7)亿,-
2023-04-02,黄河,刘家峡出库,-,612,-
2023-04-02,黄河,兰州,1510.59,649,-
2023-04-02,黄河,下河沿,1229.66,827,-
2023-04-02,黄河,石嘴山,1085.57,732,-
2023-04-02,黄河,巴彦高勒,1049.57,800,-
2023-04-02,黄河,三湖河口,1016.91,768,-
2023-04-02,黄河,包头,1002.08,786,-
2023-04-02,黄河,头道拐,986.82,635,-
2023-04-02,黄河,万家寨蓄水量,975.54,(4.91)亿,-
2023-04-02,黄河,万家寨上出库,-,529,-
2023-04-02,黄河,万家寨下,898.92,529,-
2023-04-02,黄河,府谷,806.37,334,-
2023-04-02,黄河,吴堡,635.67,311,-
2023-04-02,黄河,龙门,377.08,328,-
2023-04-02,汾河,河津,369.96,14.1,-
2023-04-02,北洛河,状头,360.67,5.84,-
2023-04-02,泾河,张家山,419.9,9.31,-
2023-04-02,渭河,咸阳,374.8,60.1,-
2023-04-02,渭河,华县(二),337.74,57.5,-
2023-04-02,黄河,潼关,325.61,467,-
2023-04-02,黄河,史家滩蓄水量,317.03,(5.42)亿,-
2023-04-02,黄河,三门峡,273.35,548,-
2023-04-02,黄河,小浪底上蓄水量,261.27,(59.3)亿,-
2023-04-02,黄河,小浪底,133.85,910,-
2023-04-02,伊河,东湾,-,-,-
2023-04-02,伊河,陆浑坝上蓄水量,313.52,(4.45)亿,-
2023-04-02,伊河,陆浑坝上出库,-,-,-
2023-04-02,伊河,龙门镇,146.98,5.72,-
2023-04-02,洛河,卢氏,-,-,-
2023-04-02,洛河,故县水库蓄水量,528.32,(5.25)亿,-
2023-04-02,洛河,故县水库出库,-,-,-
2023-04-02,洛河,长水（二）,377.81,22.7,-
2023-04-02,洛河,白马寺,114.72,30.1,-
2023-04-02,伊洛河,黑石关,107.53,34.3,-
2023-04-02,丹河,山路坪,-,-,-
2023-04-02,沁河,五龙口,-,-,-
2023-04-02,沁河,武陟,98.33,9.85,-
2023-04-02,黄河,花园口,88.64,710,-
2023-04-02,黄河,夹河滩,71.36,816,-
2023-04-02,黄河,高村,57.61,745,-
2023-04-02,黄河,孙口,42.53,666,-
2023-04-02,大汶河,戴村坝,-,-,-
2023-04-02,东平湖,东平湖老湖蓄水量,41.25,(4.94)亿,-
2023-04-02,大汶河,出湖闸,-,-,-
2023-04-02,黄河,艾山,35.41,580,-
2023-04-02,黄河,泺口,23.85,490,-
2023-04-02,黄河,利津,8.31,307,-
2023-04-03,黄河,唐乃亥,2670.95,292,-
2023-04-03,黄河,龙羊峡入库,-,288,-
2023-04-03,黄河,龙羊峡蓄水量,2580.76,(169)亿,-
2023-04-03,黄河,龙羊峡出库,-,657,-
2023-04-03,黄河,刘家峡入库,-,696,-
2023-04-03,黄河,刘家峡蓄水量,1733.43,(37.9)亿,-
2023-04-03,黄河,刘家峡出库,-,636,-
2023-04-03,黄河,兰州,1510.33,508,-
2023-04-03,黄河,下河沿,1229.89,962,-
2023-04-03,黄河,石嘴山,1085.45,670,-
2023-04-03,黄河,巴彦高勒,1049.63,836,-
2023-04-03,黄河,三湖河口,1016.86,729,-
2023-04-03,黄河,包头,1002.11,798,-
2023-04-03,黄河,头道拐,986.97,758,-
2023-04-03,黄河,万家寨蓄水量,975.56,(4.92)亿,-
2023-04-03,黄河,万家寨上出库,-,581,-
2023-04-03,黄河,万家寨下,899.02,581,-
2023-04-03,黄河,府谷,807.63,831,-
2023-04-03,黄河,吴堡,635.76,347,-
2023-04-03,黄河,龙门,377.28,428,-
2023-04-03,汾河,河津,370.74,31.6,-
2023-04-03,北洛河,状头,360.84,14.2,-
2023-04-03,泾河,张家山,419.71,4.52,-
2023-04-03,渭河,咸阳,375.31,88.7,-
2023-04-03,渭河,华县(二),338.11,121,-
2023-04-03,黄河,潼关,325.55,385,-
2023-04-03,黄河,史家滩蓄水量,317.32,(5.67)亿,-
2023-04-03,黄河,三门峡,272.34,174,-
2023-04-03,黄河,小浪底上蓄水量,261.07,(58.8)亿,-
2023-04-03,黄河,小浪底,133.66,796,-
2023-04-03,伊河,东湾,-,-,-
2023-04-03,伊河,陆浑坝上蓄水量,313.49,(4.44)亿,-
2023-04-03,伊河,陆浑坝上出库,-,-,-
2023-04-03,伊河,龙门镇,147,6.62,-
2023-04-03,洛河,卢氏,-,-,-
2023-04-03,洛河,故县水库蓄水量,528.27,(5.24)亿,-
2023-04-03,洛河,故县水库出库,-,-,-
2023-04-03,洛河,长水（二）,377.82,23.5,-
2023-04-03,洛河,白马寺,115.41,33.9,-
2023-04-03,伊洛河,黑石关,107.55,34.6,-
2023-04-03,丹河,山路坪,-,-,-
2023-04-03,沁河,五龙口,-,-,-
2023-04-03,沁河,武陟,98.34,10.2,-
2023-04-03,黄河,花园口,88.84,885,-
2023-04-03,黄河,夹河滩,71.35,807,-
2023-04-03,黄河,高村,57.52,693,-
2023-04-03,黄河,孙口,42.55,676,-
2023-04-03,大汶河,戴村坝,-,-,-
2023-04-03,东平湖,东平湖老湖蓄水量,41.24,(4.93)亿,-
2023-04-03,大汶河,出湖闸,-,-,-
2023-04-03,黄河,艾山,35.46,594,-
2023-04-03,黄河,泺口,23.86,494,-
2023-04-03,黄河,利津,8.34,312,-
2023-04-04,黄河,唐乃亥,2670.95,292,-
2023-04-04,黄河,龙羊峡入库,-,297,-
2023-04-04,黄河,龙羊峡蓄水量,2580.68,(168)亿,-
2023-04-04,黄河,龙羊峡出库,-,622,-
2023-04-04,黄河,刘家峡入库,-,730,-
2023-04-04,黄河,刘家峡蓄水量,1733.58,(38.1)亿,-
2023-04-04,黄河,刘家峡出库,-,610,-
2023-04-04,黄河,兰州,1510.21,452,-
2023-04-04,黄河,下河沿,1229.45,715,-
2023-04-04,黄河,石嘴山,1085.44,667,-
