日期,市,市(县),站名,时间,水位,警戒水位,水势
2023-04-17,湛江市,廉江市,鹤地水库(运河口),2023-04-1722时,32.79,,平
2023-04-17,湛江市,廉江市,木岭闸,2023-04-1722时,12.16,,平
2023-04-17,湛江市,廉江市,缸瓦窑(三),2023-04-1722时,3.33,7.00,落
2023-04-17,湛江市,廉江市,河水闸,2023-04-1722时,3.93,,落
2023-04-17,湛江市,廉江市,吉水,2023-04-1722时,14.88,,涨
2023-04-17,湛江市,廉江市,安铺,2023-04-1722时,-0.35,,平
2023-04-17,湛江市,廉江市,廉城,2023-04-1722时,0.04,,平
2023-04-17,湛江市,廉江市,瑞坡,2023-04-1722时,29.62,31.00,涨
2023-04-17,湛江市,廉江市,高桥,2023-04-1722时,3.73,,平
2023-04-17,湛江市,吴川市,减洪河(三),2023-04-1722时,2.71,,平
2023-04-17,湛江市,吴川市,博历,2023-04-1722时,2.77,,落
2023-04-17,湛江市,廉江市,那凌站,2023-04-1718时,42.60,,平
2023-04-17,湛江市,吴川市,板桥河板桥站,2023-04-1721时,0.43,,平
2023-04-17,茂名市,茂名市茂南区,车角山,2023-04-1722时,12.69,,涨
2023-04-17,茂名市,茂名市茂港区,长山园,2023-04-1722时,13.37,18.40,平
2023-04-17,茂名市,茂名市茂南区,茂名,2023-04-1722时,5.97,9.00,平
2023-04-17,茂名市,茂名市茂南区,旧村,2023-04-1722时,5.60,,落
2023-04-17,茂名市,茂名市茂南区,白沙村,2023-04-1722时,4.70,,落
2023-04-17,茂名市,高州市,龙头坳,2023-04-1722时,80.50,,平
2023-04-17,茂名市,化州市,那务,2023-04-1722时,26.07,,平
2023-04-17,茂名市,化州市,合江(二),2023-04-1722时,18.30,23.40,落
2023-04-17,茂名市,化州市,格塘,2023-04-1722时,8.09,,平
2023-04-17,茂名市,电白县,新河,2023-04-1722时,19.70,22.90,平
2023-04-17,茂名市,茂名市茂南区,袂花,2023-04-1722时,4.96,8.50,落
2023-04-17,茂名市,茂名市茂南区,名利闸,2023-04-1722时,4.91,,平
2023-04-17,茂名市,高州市,河口,2023-04-1722时,95.46,,落
2023-04-17,茂名市,高州市,合石,2023-04-1722时,101.11,,落
2023-04-17,茂名市,高州市,良德水库(隧洞口),2023-04-1722时,49.42,,落
2023-04-17,茂名市,高州市,大拜,2023-04-1722时,96.38,,涨
2023-04-17,茂名市,高州市,罗平,2023-04-1722时,38.11,,涨
2023-04-17,茂名市,高州市,石骨水库(主渠),2023-04-1722时,61.62,,涨
2023-04-17,茂名市,电白县,白沙仔,2023-04-1722时,1.95,,平
2023-04-17,茂名市,茂名市茂港区,水东,2023-04-1722时,1.03,,落
2023-04-17,茂名市,信宜市,信宜,2023-04-1722时,70.60,,平
2023-04-17,茂名市,信宜市,十里,2023-04-1722时,52.08,,涨
2023-04-17,茂名市,信宜市,双狮,2023-04-1722时,57.88,,涨
2023-04-17,茂名市,高州市,潭头,2023-04-1722时,45.62,51.50,平
2023-04-17,茂名市,高州市,高州(四),2023-04-1722时,27.90,30.50,涨
2023-04-17,茂名市,化州市,化州(城),2023-04-1722时,8.21,13.30,落
2023-04-17,茂名市,化州市,官桥,2023-04-1722时,13.04,,平
2023-04-17,茂名市,化州市,高岭拦河坝（上）,2023-04-1722时,8.22,,落
2023-04-17,茂名市,高州市,大坡河道站,2023-04-1722时,131.94,,平
2023-04-17,茂名市,高州市,秧地坡拦河坝闸,2023-04-1722时,30.43,,涨
2023-04-17,茂名市,高州市,新垌河道站,2023-04-1722时,62.45,,平
2023-04-17,茂名市,高州市,云潭河道站,2023-04-1722时,67.81,,平
2023-04-17,茂名市,信宜市,大成河道站,2023-04-1722时,309.97,,涨
2023-04-17,茂名市,信宜市,北界河道站,2023-04-1722时,78.47,,落
2023-04-17,茂名市,电白县,新圩河道站,2023-04-1722时,19.04,,平
2023-04-17,茂名市,信宜市,白石,2023-04-1722时,275.52,,平
2023-04-17,茂名市,信宜市,车路底,2023-04-1722时,124.86,,涨
2023-04-17,茂名市,信宜市,平塘,2023-04-1722时,229.93,,平
2023-04-17,茂名市,信宜市,径口,2023-04-1722时,161.90,,涨
2023-04-17,茂名市,信宜市,旺沙,2023-04-1722时,154.91,,落
2023-04-17,茂名市,信宜市,怀乡（二）,2023-04-1722时,187.15,,涨
2023-04-17,茂名市,信宜市,锦衣,2023-04-1722时,250.63,,涨
2023-04-17,茂名市,信宜市,朱砂,2023-04-1722时,209.44,,落
2023-04-17,茂名市,信宜市,思贺,2023-04-1722时,108.53,,落
2023-04-17,肇庆市,封开县,封开江口,2023-04-1722时,2.11,,涨
2023-04-17,肇庆市,德庆县,德庆(二),2023-04-1722时,0.43,15.00,落
2023-04-17,肇庆市,封开县,南丰,2023-04-1722时,33.74,,平
2023-04-17,肇庆市,封开县,古榄,2023-04-1722时,23.95,,涨
2023-04-17,肇庆市,封开县,金装,2023-04-1722时,41.05,,平
2023-04-17,肇庆市,封开县,莲都,2023-04-1722时,40.19,,涨
2023-04-17,肇庆市,封开县,渔涝,2023-04-1722时,28.90,,涨
2023-04-17,肇庆市,封开县,平凤,2023-04-1722时,9.30,,平
2023-04-17,肇庆市,封开县,罗董,2023-04-1722时,35.23,,涨
2023-04-17,肇庆市,怀集县,高塘,2023-04-1708时,317.00,,平
2023-04-17,肇庆市,德庆县,高良,2023-04-1722时,41.49,,平
2023-04-17,肇庆市,肇庆市端州区,高要,2023-04-1722时,0.15,10.00,涨
2023-04-17,肇庆市,德庆县,佐岗,2023-04-1722时,15.96,,涨
2023-04-17,肇庆市,高要市,水南,2023-04-1722时,26.84,,涨
2023-04-17,肇庆市,四会市,威整,2023-04-1722时,42.49,,落
2023-04-17,肇庆市,怀集县,怀集(二),2023-04-1722时,48.55,50.00,落
2023-04-17,肇庆市,广宁县,古水,2023-04-1722时,28.30,30.60,落
2023-04-17,肇庆市,四会市,四会,2023-04-1722时,7.64,10.80,涨
2023-04-17,肇庆市,怀集县,黄岗,2023-04-1722时,49.08,,落
2023-04-17,肇庆市,怀集县,大象(二),2023-04-1722时,1.69,,落
2023-04-17,肇庆市,怀集县,凤岗,2023-04-1722时,73.66,,涨
2023-04-17,肇庆市,怀集县,甘洒,2023-04-1722时,47.42,,涨
2023-04-17,肇庆市,怀集县,马池,2023-04-1722时,4.97,,平
2023-04-17,肇庆市,广宁县,湘下,2023-04-1722时,36.90,,落
2023-04-17,肇庆市,广宁县,上林,2023-04-1722时,72.09,,落
2023-04-17,肇庆市,广宁县,祝州,2023-04-1722时,9.38,,落
2023-04-17,肇庆市,广宁县,南街,2023-04-1722时,30.23,,落
2023-04-17,肇庆市,广宁县,宾亨,2023-04-1722时,22.03,,平
2023-04-17,肇庆市,四会市,仓丰,2023-04-1722时,7.78,,涨
2023-04-17,肇庆市,四会市,大旺围,2023-04-1722时,0.33,,落
2023-04-17,肇庆市,高要市,马鞍(高要),2023-04-1722时,4.59,,平
2023-04-17,肇庆市,高要市,白土,2023-04-1722时,2.82,,落
2023-04-17,肇庆市,四会市,水迳,2023-04-1708时,0.00,,平
2023-04-17,肇庆市,四会市,龙王庙,2023-04-1708时,0.16,,落
2023-04-17,肇庆市,德庆县,小罗,2023-04-1722时,28.09,,平
2023-04-17,肇庆市,肇庆市鼎湖区,丰乐堤围管理所（贝水）,2023-04-1722时,0.64,,涨
2023-04-17,肇庆市,肇庆市鼎湖区,广利堤围管理所,2023-04-1722时,0.73,,涨
2023-04-17,肇庆市,肇庆市鼎湖区,沙浦堤围管理所,2023-04-1722时,0.43,,涨
2023-04-17,肇庆市,广宁县,牛岐,2023-04-1722时,29.49,,平
2023-04-17,肇庆市,广宁县,春水,2023-04-1722时,13.66,,平
2023-04-17,肇庆市,高要市,新桥,2023-04-1722时,1.34,,平
2023-04-17,惠州市,惠东县,黄沙塘站,2023-04-1722时,10.83,,平
2023-04-17,惠州市,惠东县,青山坳老楼河段,2023-04-1722时,60.08,,涨
2023-04-17,惠州市,博罗县,福田新桥,2023-04-1722时,14.81,,平
2023-04-17,惠州市,龙门县,路溪河路溪学校桥,2023-04-1722时,60.77,,平
2023-04-17,惠州市,惠东县,松坑站,2023-04-1721时,198.30,,平
2023-04-17,惠州市,博罗县,响水,2023-04-1722时,19.85,,平
2023-04-17,惠州市,博罗县,桔子圩,2023-04-1722时,23.91,,平
2023-04-17,惠州市,博罗县,小金口,2023-04-1722时,13.78,,平
2023-04-17,惠州市,博罗县,下塘,2023-04-1722时,25.93,,落
2023-04-17,惠州市,博罗县,塔下,2023-04-1722时,20.95,,涨
2023-04-17,惠州市,博罗县,龙华,2023-04-1722时,5.46,,平
2023-04-17,惠州市,龙门县,渡头,2023-04-1722时,88.95,,涨
2023-04-17,惠州市,龙门县,龙门,2023-04-1722时,66.43,,落
2023-04-17,惠州市,龙门县,香溪(二),2023-04-1722时,34.85,38.85,落
2023-04-17,惠州市,博罗县,观音阁(二),2023-04-1722时,17.91,26.00,涨
2023-04-17,惠州市,惠州市惠城区,岭下,2023-04-1722时,11.34,19.50,落
2023-04-17,惠州市,惠州市惠城区,惠阳(二),2023-04-1722时,10.81,13.00,平
2023-04-17,惠州市,博罗县,博罗(二),2023-04-1722时,0.02,11.20,平
2023-04-17,惠州市,惠州市惠城区,大岚,2023-04-1722时,54.92,,平
2023-04-17,惠州市,博罗县,杨村,2023-04-1722时,18.08,23.00,落
2023-04-17,惠州市,惠东县,多祝,2023-04-1722时,20.58,,落
2023-04-17,惠州市,惠东县,平山(二),2023-04-1722时,16.83,20.00,涨
2023-04-17,惠州市,惠阳区,平潭(二),2023-04-1722时,10.69,17.20,涨
2023-04-17,惠州市,惠东县,九洲,2023-04-1722时,37.93,,落
2023-04-17,惠州市,惠东县,瓦窑,2023-04-1722时,24.59,,平
2023-04-17,惠州市,惠阳区,白石,2023-04-1722时,18.71,,平
2023-04-17,惠州市,惠东县,白花,2023-04-1722时,13.21,,平
2023-04-17,惠州市,惠阳区,淡水,2023-04-1722时,13.19,18.60,平
2023-04-17,惠州市,博罗县,下宝溪,2023-04-1708时,99.30,,平
2023-04-17,梅州市,兴宁市,瑶兴,2023-04-1722时,291.58,,落
2023-04-17,梅州市,五华县,洞口,2023-04-1722时,152.67,,涨
2023-04-17,梅州市,五华县,尖山,2023-04-1722时,6.11,13.50,平
2023-04-17,梅州市,兴宁市,水口(二),2023-04-1722时,75.78,82.50,落
2023-04-17,梅州市,梅州市梅江区,梅县(四),2023-04-1722时,74.13,76.00,涨
2023-04-17,梅州市,梅　县,横山(二),2023-04-1722时,44.95,52.00,涨
2023-04-17,梅州市,大埔县,三河坝(三),2023-04-1722时,38.38,42.00,涨
2023-04-17,梅州市,丰顺县,留隍,2023-04-1722时,14.43,22.00,涨
2023-04-17,梅州市,大埔县,茶阳镇测站,2023-04-1722时,0.00,,平
2023-04-17,梅州市,梅　县,雁洋镇测站,2023-04-1722时,0.00,,平
2023-04-17,梅州市,蕉岭县,三圳电站,2023-04-1717时,85.95,,平
2023-04-17,梅州市,丰顺县,西门大桥,2023-04-1722时,141.87,,平
2023-04-17,梅州市,平远县,中学大桥,2023-04-1722时,228.02,,平
2023-04-17,梅州市,五华县,新圩桥,2023-04-1721时,253.54,,平
2023-04-17,梅州市,五华县,安流里江,2023-04-1721时,112.40,,涨
2023-04-17,梅州市,大埔县,党溪村,2023-04-1721时,101.13,,平
2023-04-17,梅州市,蕉岭县,峰口,2023-04-1722时,234.91,,平
2023-04-17,梅州市,蕉岭县,荣春电站,2023-04-1722时,91.53,,落
2023-04-17,梅州市,蕉岭县,大坝,2023-04-1722时,310.36,,平
2023-04-17,梅州市,五华县,龙村大桥,2023-04-1722时,139.37,,平
2023-04-17,梅州市,五华县,周江圩镇,2023-04-1722时,159.59,,落
2023-04-17,梅州市,五华县,嵩文,2023-04-1722时,108.26,,平
2023-04-17,梅州市,五华县,郭田圩镇,2023-04-1722时,192.75,,落
2023-04-17,梅州市,大埔县,葛里村委,2023-04-1722时,165.14,,平
2023-04-17,梅州市,大埔县,永定,2023-04-1722时,176.93,,涨
2023-04-17,梅州市,五华县,黄华,2023-04-1722时,139.93,,涨
2023-04-17,梅州市,五华县,大同,2023-04-1722时,126.31,,平
2023-04-17,梅州市,五华县,林石,2023-04-1722时,117.71,,涨
2023-04-17,梅州市,五华县,河子口,2023-04-1722时,112.22,121.90,平
2023-04-17,梅州市,五华县,潭下,2023-04-1722时,159.56,,涨
2023-04-17,梅州市,五华县,文里,2023-04-1722时,132.54,,涨
2023-04-17,梅州市,兴宁市,罗岗,2023-04-1722时,144.04,,涨
2023-04-17,梅州市,兴宁市,兴宁,2023-04-1722时,104.73,,涨
2023-04-17,梅州市,兴宁市,坩砖,2023-04-1722时,150.62,,落
2023-04-17,梅州市,梅　县,红星,2023-04-1722时,89.79,,平
2023-04-17,梅州市,梅　县,荷泗,2023-04-1722时,180.07,,平
2023-04-17,梅州市,平远县,石正,2023-04-1722时,195.76,,涨
2023-04-17,梅州市,梅　县,长滩,2023-04-1722时,85.89,,涨
2023-04-17,梅州市,梅　县,龙虎(二),2023-04-1722时,2.82,,平
2023-04-17,梅州市,蕉岭县,长潭(坝下),2023-04-1722时,101.10,,平
2023-04-17,梅州市,蕉岭县,新铺,2023-04-1722时,75.12,,涨
2023-04-17,梅州市,平远县,差干,2023-04-1722时,196.02,,涨
2023-04-17,梅州市,平远县,楼前,2023-04-1722时,276.44,,平
2023-04-17,梅州市,平远县,河头,2023-04-1722时,210.51,,平
2023-04-17,梅州市,蕉岭县,三坑,2023-04-1722时,93.71,,落
2023-04-17,梅州市,平远县,东石,2023-04-1722时,141.82,,平
2023-04-17,梅州市,梅　县,隆文,2023-04-1722时,156.15,,平
2023-04-17,梅州市,平远县,平远,2023-04-1722时,147.30,,平
2023-04-17,梅州市,梅　县,宝坑,2023-04-1722时,2.12,,落
2023-04-17,梅州市,梅　县,鸡卵滩,2023-04-1722时,65.57,,平
2023-04-17,梅州市,大埔县,溪口,2023-04-1722时,8.79,11.00,平
2023-04-17,梅州市,大埔县,恋墩,2023-04-1722时,75.33,,平
2023-04-17,梅州市,大埔县,百侯,2023-04-1722时,9.19,13.00,落
2023-04-17,梅州市,丰顺县,棠荆,2023-04-1722时,2.50,,落
2023-04-17,汕尾市,陆河县,下社,2023-04-1722时,73.98,,涨
2023-04-17,汕尾市,陆丰市,博美,2023-04-1722时,2.05,,平
2023-04-17,汕尾市,陆丰市,桥冲,2023-04-1722时,0.06,,涨
2023-04-17,汕尾市,陆河县,陆河,2023-04-1722时,46.46,,落
2023-04-17,汕尾市,陆丰市,蕉坑(二),2023-04-1722时,3.39,8.80,落
2023-04-17,汕尾市,陆河县,参城,2023-04-1722时,24.53,,平
2023-04-17,汕尾市,海丰县,古流,2023-04-1722时,0.11,,平
2023-04-17,汕尾市,陆丰市,潭西,2023-04-1722时,0.09,,落
2023-04-17,汕尾市,海丰县,公平水库(坝下),2023-04-1722时,0.22,,平
2023-04-17,汕尾市,海丰县,赤岸桥,2023-04-1722时,0.16,,涨
2023-04-17,汕尾市,海丰县,新寨,2023-04-1722时,0.11,,落
2023-04-17,汕尾市,陆河县,黄金坑,2023-04-1722时,48.84,,平
2023-04-17,汕尾市,海丰县,赤石大桥,2023-04-1722时,0.09,,平
2023-04-17,汕尾市,海丰县,双圳桥,2023-04-1722时,24.79,,平
2023-04-17,汕尾市,海丰县,黎头尖水闸,2023-04-1722时,-0.10,,平
2023-04-17,汕尾市,海丰县,东溪水闸,2023-04-1722时,0.03,,落
2023-04-17,汕尾市,陆丰市,屯埔,2023-04-1722时,12.29,,平
2023-04-17,汕尾市,海丰县,湖埔截洪尾,2023-04-1722时,0.50,,平
2023-04-17,汕尾市,海丰县,海城镇测站,2023-04-1722时,0.00,,平
2023-04-17,河源市,和平县,洪浰河堤,2023-04-1722时,291.74,,平
2023-04-17,河源市,紫金县,蓝塘站（凤凰电站）,2023-04-1722时,54.90,,涨
2023-04-17,河源市,紫金县,九和河道,2023-04-1722时,74.15,,平
2023-04-17,河源市,东源县,骆湖站,2023-04-1722时,129.54,,平
2023-04-17,河源市,河源市源城区,中田河道,2023-04-1722时,30.73,,平
2023-04-17,河源市,河源市源城区,埔前河道,2023-04-1722时,40.05,,平
2023-04-17,河源市,河源市源城区,新丰江橡胶坝,2023-04-1722时,35.58,,平
2023-04-17,河源市,连平县,合水桥河道,2023-04-1722时,49.34,,平
2023-04-17,河源市,龙川县,铁场,2023-04-1722时,133.85,,平
2023-04-17,河源市,和平县,下车,2023-04-1722时,201.70,,平
2023-04-17,河源市,和平县,新源,2023-04-1722时,77.40,,落
2023-04-17,河源市,和平县,长塘,2023-04-1722时,184.39,,涨
2023-04-17,河源市,和平县,星丰(二),2023-04-1722时,132.22,,平
2023-04-17,河源市,龙川县,龙川,2023-04-1722时,67.31,68.50,涨
2023-04-17,河源市,东源县,黄田(三),2023-04-1722时,48.26,53.00,涨
2023-04-17,河源市,河源市源城区,河源,2023-04-1722时,33.75,37.50,涨
2023-04-17,河源市,和平县,老园,2023-04-1708时,142.50,,落
2023-04-17,河源市,连平县,东河,2023-04-1722时,222.95,,平
2023-04-17,河源市,连平县,连平(二),2023-04-1722时,240.73,,落
2023-04-17,河源市,连平县,上坪（中小河流）,2023-04-1722时,294.59,,涨
2023-04-17,河源市,连平县,大埠,2023-04-1722时,227.63,,平
2023-04-17,河源市,东源县,林石桥,2023-04-1722时,168.10,,落
2023-04-17,河源市,东源县,船塘（中小河流）,2023-04-1722时,130.43,,平
2023-04-17,河源市,东源县,顺天,2023-04-1722时,111.56,,落
2023-04-17,河源市,连平县,大湖（中小河流）,2023-04-1722时,123.55,,落
2023-04-17,河源市,连平县,九连,2023-04-1722时,288.65,,落
2023-04-17,河源市,东源县,黄村,2023-04-1722时,139.10,,落
2023-04-17,河源市,连平县,忠信,2023-04-1722时,135.32,,落
2023-04-17,河源市,东源县,康禾,2023-04-1722时,124.13,,落
2023-04-17,河源市,东源县,高楼,2023-04-1722时,50.90,,平
2023-04-17,河源市,紫金县,柏埔,2023-04-1722时,58.45,,平
2023-04-17,河源市,紫金县,蓝塘(二),2023-04-1722时,48.51,,落
2023-04-17,阳江市,阳春市,张公龙,2023-04-1708时,121.00,,平
2023-04-17,阳江市,阳江市江城区,阳江河堤,2023-04-1722时,0.77,,涨
2023-04-17,阳江市,阳东县,塘角,2023-04-1722时,0.01,,涨
2023-04-17,阳江市,阳西县,马山岭,2023-04-1722时,1.89,,平
2023-04-17,阳江市,阳东县,清水港,2023-04-1722时,-0.17,,落
2023-04-17,阳江市,阳西县,塘口引水陂,2023-04-1722时,11.30,,平
2023-04-17,阳江市,阳西县,白石,2023-04-1722时,-0.52,,涨
2023-04-17,阳江市,阳东县,那梢,2023-04-1722时,7.93,,落
2023-04-17,阳江市,阳春市,春湾,2023-04-1722时,25.72,,平
2023-04-17,阳江市,阳春市,阳春,2023-04-1722时,12.65,13.40,平
2023-04-17,阳江市,阳江市江城区,双捷,2023-04-1722时,0.74,6.80,涨
2023-04-17,阳江市,阳江市江城区,双捷(西支渠),2023-04-1722时,5.75,,落
2023-04-17,阳江市,阳春市,永宁,2023-04-1722时,172.59,,落
2023-04-17,阳江市,阳春市,陂面(三),2023-04-1722时,27.75,31.10,落
2023-04-17,阳江市,阳春市,陂面(渠道二),2023-04-1722时,38.08,,落
2023-04-17,阳江市,阳春市,三甲,2023-04-1722时,27.03,,涨
2023-04-17,阳江市,阳春市,荆山,2023-04-1722时,16.96,21.10,落
2023-04-17,阳江市,阳东县,合山,2023-04-1722时,0.74,,平
2023-04-17,阳江市,阳西县,织篢,2023-04-1722时,1.24,,涨
2023-04-17,阳江市,阳西县,石骨水库(北干渠),2023-04-1722时,61.23,,涨
2023-04-17,阳江市,阳春市,黄石河道站,2023-04-1722时,57.67,,平
2023-04-17,阳江市,阳春市,陂湖,2023-04-1722时,10.71,,平
2023-04-17,阳江市,阳春市,河口,2023-04-1722时,6.32,,平
2023-04-17,清远市,清远市清城区,石角水文站,2023-04-1722时,0.06,,落
2023-04-17,清远市,英德市,飞来峡水边小舍,2023-04-1721时,23.74,,涨
2023-04-17,清远市,英德市,连江口镇测站,2023-04-1722时,0.00,,平
2023-04-17,清远市,清新县,龙颈,2023-04-1722时,26.27,,平
2023-04-17,清远市,清新县,石坎,2023-04-1722时,91.82,,平
2023-04-17,清远市,佛冈县,占果水位站,2023-04-1722时,0.40,,落
2023-04-17,清远市,清新县,沙河圩河道,2023-04-1722时,38.10,,落
2023-04-17,清远市,连州市,三江河黄村桥河段,2023-04-1722时,92.69,,平
2023-04-17,清远市,清新县,浸潭,2023-04-1722时,53.93,,平
2023-04-17,清远市,清新县,沙河,2023-04-1722时,38.57,,落
2023-04-17,清远市,英德市,水边河金造村河段,2023-04-1722时,79.02,,平
2023-04-17,清远市,清远市清城区,飞来峡横石,2023-04-1722时,23.22,,平
2023-04-17,清远市,连州市,石角,2023-04-1721时,108.01,,落
2023-04-17,清远市,英德市,连江口镇沿江路,2023-04-1721时,23.50,,平
2023-04-17,清远市,英德市,大湾,2023-04-1722时,39.80,,平
2023-04-17,清远市,英德市,红桥(中心坝)),2023-04-1722时,80.75,,涨
2023-04-17,清远市,英德市,长湖水库(坝下二),2023-04-1722时,24.16,,平
2023-04-17,清远市,英德市,锦潭,2023-04-1708时,128.00,,平
2023-04-17,清远市,英德市,横石水,2023-04-1722时,91.60,,平
2023-04-17,清远市,英德市,太平(英德),2023-04-1722时,81.61,,涨
2023-04-17,清远市,佛冈县,井冈,2023-04-1722时,89.62,,落
2023-04-17,清远市,连州市,凤凰山,2023-04-1722时,92.29,,落
2023-04-17,清远市,连州市,连县(三),2023-04-1722时,87.14,91.00,落
2023-04-17,清远市,连州市,连县(南门桥),2023-04-1722时,87.34,,落
2023-04-17,清远市,阳山县,阳山(一),2023-04-1722时,58.43,62.00,涨
2023-04-17,清远市,阳山县,青莲(三),2023-04-1722时,49.32,,涨
2023-04-17,清远市,英德市,架桥石,2023-04-1722时,32.76,,落
2023-04-17,清远市,英德市,浛洸,2023-04-1722时,28.92,,涨
2023-04-17,清远市,英德市,高道(西牛),2023-04-1722时,28.18,,落
2023-04-17,清远市,英德市,高道(昂坝),2023-04-1722时,24.37,,平
2023-04-17,清远市,英德市,高道,2023-04-1722时,23.13,,涨
2023-04-17,清远市,连州市,步津,2023-04-1722时,121.86,,平
2023-04-17,清远市,连州市,保安,2023-04-1722时,114.62,,落
2023-04-17,清远市,连州市,沙州寨,2023-04-1722时,92.01,,落
2023-04-17,清远市,连南瑶族自治县,寨岗,2023-04-1722时,112.27,,涨
2023-04-17,清远市,阳山县,黄麖塘(二),2023-04-1722时,85.44,,涨
2023-04-17,清远市,阳山县,龙头岗,2023-04-1722时,93.91,,落
2023-04-17,清远市,阳山县,七拱,2023-04-1722时,78.95,,涨
2023-04-17,清远市,阳山县,鱼良头,2023-04-1722时,50.39,,平
2023-04-17,清远市,阳山县,黄坌,2023-04-1722时,81.10,,平
2023-04-17,清远市,清新县,马屋(二),2023-04-1722时,47.95,,涨
2023-04-17,清远市,清新县,高塱(二),2023-04-1722时,57.10,,涨
2023-04-17,清远市,佛冈县,大庙峡,2023-04-1722时,45.10,,涨
2023-04-17,清远市,佛冈县,龙山,2023-04-1722时,10.55,,涨
2023-04-17,清远市,清新县,江口圩,2023-04-1722时,10.28,,涨
2023-04-17,清远市,清新县,江口汛,2023-04-1722时,10.71,,涨
2023-04-17,清远市,清新县,珠坑,2023-04-1722时,18.64,,涨
2023-04-17,清远市,清新县,迳口,2023-04-1722时,18.65,,涨
2023-04-17,清远市,清远市清城区,源潭,2023-04-1722时,9.37,,平
2023-04-17,清远市,清新县,长怖,2023-04-1722时,9.73,,平
2023-04-17,清远市,清远市清城区,龙沥,2023-04-1722时,9.08,,落
2023-04-17,清远市,英德市,沙口,2023-04-1722时,36.43,,平
2023-04-17,清远市,英德市,白石窑(坝下),2023-04-1722时,23.78,,平
2023-04-17,清远市,英德市,英德(五),2023-04-1722时,23.23,26.00,涨
2023-04-17,清远市,英德市,连江口(排涝站),2023-04-1722时,23.08,,涨
2023-04-17,清远市,清新县,飞来峡,2023-04-1722时,10.43,,涨
2023-04-17,清远市,清远市清城区,清远(三),2023-04-1722时,10.24,12.00,涨
2023-04-17,清远市,清远市清城区,石角,2023-04-1722时,-0.04,11.00,落
2023-04-17,东莞市,东莞市,石龙(二),2023-04-1722时,0.70,4.00,涨
2023-04-17,东莞市,东莞市,石龙(樊屋),2023-04-1722时,0.46,,涨
2023-04-17,东莞市,东莞市,桥东大桥旧桥,2023-04-1722时,3.42,,落
2023-04-17,中山市,中山市,莺哥咀,2023-04-1722时,0.84,4.00,涨
2023-04-17,潮州市,潮安县,新沟,2023-04-1722时,10.51,,涨
2023-04-17,潮州市,潮州市湘桥区,甘露桥,2023-04-1722时,12.77,,落
2023-04-17,潮州市,饶平县,汤溪水库(坝下二),2023-04-1722时,17.10,,涨
2023-04-17,潮州市,饶平县,黄冈,2023-04-1722时,1.80,,涨
2023-04-17,潮州市,潮安县,古巷三利溪站,2023-04-1721时,1.18,,平
2023-04-17,潮州市,潮安县,金石仙二大桥,2023-04-1722时,0.38,,平
2023-04-17,潮州市,潮安县,峙溪（公路桥头）,2023-04-1721时,10.40,,平
2023-04-17,潮州市,饶平县,新圩省道桥头,2023-04-1722时,13.46,,平
2023-04-17,潮州市,饶平县,饶洋水西村,2023-04-1722时,72.12,,平
2023-04-17,潮州市,潮州市湘桥区,潮安,2023-04-1722时,12.91,13.50,平
2023-04-17,潮州市,潮安县,急水,2023-04-1722时,5.35,,落
2023-04-17,潮州市,潮安县,凤美,2023-04-1722时,7.18,,平
2023-04-17,潮州市,潮州市湘桥区,北关引韩,2023-04-1722时,8.40,,落
2023-04-17,潮州市,潮州市湘桥区,田头何,2023-04-1722时,4.66,,落
2023-04-17,揭阳市,普宁市,白沙溪,2023-04-1708时,21.51,,落
2023-04-17,揭阳市,揭东县,北河桥闸,2023-04-1722时,2.90,,涨
2023-04-17,揭阳市,揭西县,大溪拦河闸,2023-04-1722时,23.85,,落
2023-04-17,揭阳市,揭西县,川天王电站,2023-04-1722时,14.49,,平
2023-04-17,揭阳市,揭西县,凤江水利所,2023-04-1722时,3.11,,平
2023-04-17,揭阳市,惠来县,新圩,2023-04-1722时,-0.12,,落
2023-04-17,揭阳市,普宁市,红饶,2023-04-1722时,29.55,,涨
2023-04-17,揭阳市,惠来县,磁窑,2023-04-1722时,17.74,26.00,落
2023-04-17,揭阳市,惠来县,总埔洋,2023-04-1722时,1.46,,平
2023-04-17,揭阳市,揭西县,富口,2023-04-1722时,-2.19,4.22,落
2023-04-17,揭阳市,揭西县,河婆,2023-04-1722时,31.13,54.04,落
2023-04-17,揭阳市,揭西县,东桥园,2023-04-1722时,2.65,7.00,平
2023-04-17,揭阳市,揭西县,新四,2023-04-1722时,43.42,,落
2023-04-17,揭阳市,揭西县,龙颈下水库(坝下),2023-04-1722时,14.53,,平
2023-04-17,揭阳市,揭西县,员墩,2023-04-1722时,7.61,,落
2023-04-17,揭阳市,揭西县,塔头,2023-04-1722时,7.52,,落
2023-04-17,揭阳市,揭阳市榕城区,揭阳北(二),2023-04-1722时,-0.32,,涨
2023-04-17,揭阳市,揭东县,赤坎,2023-04-1722时,3.31,8.40,平
2023-04-17,揭阳市,揭阳市榕城区,方坑,2023-04-1722时,-0.27,,平
2023-04-17,揭阳市,普宁市,占陇水闸,2023-04-1722时,2.25,,涨
2023-04-17,揭阳市,惠来县,月湖,2023-04-1722时,-0.09,,平
2023-04-17,云浮市,新兴县,船岗,2023-04-1722时,38.51,,平
2023-04-17,云浮市,新兴县,共成河,2023-04-1722时,34.02,,涨
2023-04-17,云浮市,云浮市云城区,安塘,2023-04-1721时,37.81,,平
